Order,AnimalName,CorrectedAnimalName,Corrected,DTIResolution,SNR,BrainOrientation,GM,WM,log10_GM_,log10_WM_,log10_BrV_,BrVol,TotFib,CC,AC,HC,TotalCommisures,ComRatio,file_prefix
Afrotheria,Hyrax1 (Nshafan),Hyrax1 (Nshafan),0,0.4,27.8986035091396,RL,11.31,3.053,4.05346260492546,3.48472680429866,4.15724516047519,14.363,102982,9240,695,3187,13122,12.7420325882193,Hyrax1_FF3_allfibers_kperm
Afrotheria,Hyrax2,Hyrax2,0,0.32,18.2044277191162,RL,10.85,2.85,4.03542973818455,3.45484486000851,4.13672056715641,13.7,157647,16197,328,1141,17666,11.206048957481,Hyrax2_FF3_allfibers_kperm
Artiodactyla,BactrianDeer2,BactrianDeer2,0,1.19,21.835012321368,LR,181.17,51.02,5.25808628432798,4.70774045427377,5.36584351153374,232.19,45468,6731,1,214,6946,15.2766781032814,BactrianDeer2_FF3_allfibers_kperm
Artiodactyla,BottleNoseDolphin,BottleNoseDolphin,0,1.89,53.9994296673497,LR,1107.8,489.51,6.04446136081067,5.6897615682545,6.20338921058067,1597.31,127701,7692,328,3321,11341,8.88090148080281,BottleNoseDolphin_FF3_allfibers_kperm
Artiodactyla,CapraNubiana1,CapraNubiana1,0,0.74,46.2035328938574,RL,78.35,15.89,4.89403900080461,4.20112389720738,4.97423527744303,94.24,58372,6129,51,467,6647,11.3873089837593,CapraNubiana1_FF3_allfibers_kperm
Artiodactyla,CapraNubiana2,CapraNubiana2,0,0.813,86.0527408586658,RL,74.87,22.04,4.87430783312804,4.34321159017975,4.98636859357027,96.91,49725,3950,1,1667,5618,11.298139768728,CapraNubiana2_FF3_allfibers_kperm
Artiodactyla,CapraNubiana3,CapraNubiana3,0,0.773,58.6633940506496,RL,71.16,17.37,4.85223593941189,4.2397998184471,4.94709046421962,88.53,58090,3617,70,668,4355,7.49698743329317,CapraNubiana3_FF3_allfibers_kperm
Artiodactyla,CapraNubiana4 (Yael),CapraNubiana4 (Yael),0,0.8,87.2532615934207,RL,93.35,21.15,4.9701143222851,4.32531037171106,5.05880548667591,114.5,67474,6858,66,583,7507,11.1257669620891,CapraNubiana4_FF3_allfibers_kperm
Artiodactyla,Chital1,Chital1,0,0.97,192.726641911327,RL,125.71,13.67,5.09936982638984,4.13576851456782,5.14420046018388,139.38,45905,2997,311,109,3417,7.44363359111208,Chital1_FF3_allfibers_kperm
Artiodactyla,Chital2 (ChitalF),Chital2 (ChitalF),0,0.933,198.692108247721,RL,103.46,14.99,5.01477247407306,4.17580163284828,5.07353506505878,118.45,32497,2652,161,127,2940,9.04698895282641,Chital2_FF3_allfibers_kperm
Artiodactyla,Deer1,Deer1,0,0.66,46.1669166621711,RL,60.54,12.6,4.78204241662055,4.10037054511756,4.86415495600203,73.14,221848,29438,678,709,30825,13.8946485882226,Deer1_FF3_allfibers_kperm
Artiodactyla,Deer2,Deer2,0,0.66,51.8745235852345,RL,59.27,9.39,4.77283492723902,3.97266559226611,4.83670379908973,68.66,56547,3264,47,1297,4608,8.1489734203406,Deer2_FF3_allfibers_kperm
Artiodactyla,DikDik,DikDik,0,0.5,30.9704042350258,RL,28.64,3.93,4.45697301363582,3.59439255037543,4.51281775856487,32.57,75867,6027,2535,187,8749,11.5320231457683,DikDik_FF3_allfibers_kperm
Artiodactyla,FallowDeer1,FallowDeer1,0,1,195.264832094862,RL,149.66,19.97,5.17510574088702,4.3003780648707,5.22950266208507,169.63,49224,5535,357,99,5991,12.1708922476841,FallowDeer1_FF3_allfibers_kperm
Artiodactyla,FallowDeer2,FallowDeer2,0,1,122.942908991131,RL,142.9,33.54,5.15503222879097,4.52556305827007,5.24659704910637,176.44,53324,2858,68,120,3046,5.71224964368765,FallowDeer2_FF3_allfibers_kperm
Artiodactyla,FallowDeer3,FallowDeer3,0,1,85.6659536045708,RL,146.35,39.07,5.16539272676981,4.59184341122479,5.26815657674039,185.42,56497,4764,188,206,5158,9.12968830203374,FallowDeer3_FF3_allfibers_kperm
Artiodactyla,Giraffe1,Giraffe1,0,1.496,52.2946468510044,LR,466.61,127.88,5.66895404199799,5.10680262759965,5.77414455368752,594.49,62887,8498,1,284,8783,13.9663205431965,Giraffe1_FF3_allfibers_kperm
Artiodactyla,Giraffe2,Giraffe2,0,1.5867,27.3415463576774,LR,420.91,189.9,5.62418924385976,5.27852496473702,5.78590613858292,610.81,44764,5344,1,150,5495,12.2754892324189,Giraffe2_FF3_allfibers_kperm
Artiodactyla,Giraffe3,Giraffe3,0,1.7868,38.7208506953183,LR,402.96,199.7,5.60526193784965,5.3003780648707,5.78007236725061,602.66,41834,4089,1,92,4182,9.99665343978582,Giraffe3_FF3_allfibers_kperm
Artiodactyla,Goat1,Goat1,0,0.75,87.4189573230829,RL,75.12,6.92,4.87575557925806,3.84010609445676,4.91402565169633,82.04,50256,4007,45,861,4913,9.77594715058899,Goat1_FF3_allfibers_kperm
Artiodactyla,Goat2,Goat2,0,0.8,91.6471987399882,RL,75.99,15.4,4.88075644451021,4.18752072083646,4.96089867732666,91.39,41614,3847,75,966,4888,11.7460470034123,Goat2_FF3_allfibers_kperm
Artiodactyla,Goat3,Goat3,0,0.8,81.0821530506689,RL,79.09,13.85,4.89812157554111,4.14144977340047,4.96820266814285,92.94,42175,2563,77,209,2849,6.7551867219917,Goat3_FF3_allfibers_kperm
Artiodactyla,IndHogDeer,IndHogDeer,0,0.386,17.4934699261896,RL,8.277,2.17,3.91787295519885,3.33645973384853,4.01899159470561,10.447,81289,2901,803,2776,6480,7.97155826741626,IndHogDeer_FF3_allfibers_kperm
Artiodactyla,Lama1,Lama1,0,0.82,35.4925429644049,RL,153.52,55.1578,5.18616496172742,4.7416069357686,5.31947624949515,208.6778,248379,18021,520,2719,21260,8.55949979668169,Lama1_FF3_allfibers_kperm
Artiodactyla,Lama2,Lama2,0,0.8,65.2125171063108,RL,163.69,41.86,5.21402214870043,4.62179922400267,5.31291748111637,205.55,273079,26456,300,7576,34332,12.5721860706975,Lama2_FF3_allfibers_kperm
Artiodactyla,Oryx1,Oryx1,0,0.85,58.4840365453583,RL,134.487,14.71,5.12868030589137,4.16761267272753,5.17376009058608,149.197,66120,5301,46,360,5707,8.63127646702964,Oryx1_FF3_allfibers_kperm
Artiodactyla,Oryx2 (Former Oryx3),Oryx2 (Former Oryx3),0,0.67,42.2020005963245,RL,58.69,7.222,4.76856410951357,3.85865748409081,4.81896448984964,65.912,52532,3991,1,469,4461,8.49196680118785,Oryx2_FF3_allfibers_kperm
Artiodactyla,Oryx3 (Reem3),Oryx3 (Reem3),0,0.975,130.856071835789,RL,162.023,12.38,5.20957666925912,4.0927206446841,5.24155395119425,174.403,65236,8234,206,338,8778,13.4557606229689,Oryx3_FF3_allfibers_kperm
Artiodactyla,Pecari1,Pecari1,0,0.74,58.5424810658912,RL,65.91,15.35,4.81895131164017,4.18610837981321,4.90987681799039,81.26,45150,1640,265,340,2245,4.97231450719823,Pecari1_FF3_allfibers_kperm
Artiodactyla,Pecari2,Pecari2,0,0.77,63.1806706219511,RL,65.8,17.05,4.81822589361396,4.23172438332852,4.91829251275536,82.85,56785,6132,327,618,7077,12.4627982741921,Pecari2_FF3_allfibers_kperm
Artiodactyla,Porcine1,Porcine1,0,0.61,36.7858555932716,RL,60.72,10.25,4.78333176288742,4.01072386539177,4.85107480522889,70.97,136156,16109,589,1406,18104,13.296512823526,Porcine1_FF3_allfibers_kperm
Artiodactyla,Porcine2 (4),Porcine2 (4),0,0.61,61.0178182126239,RL,66.22,7.07,4.82098917641605,3.8494194137969,4.8650447216931,73.29,50309,5323,97,417,5837,11.6022977995985,Porcine2_FF3_allfibers_kperm
Artiodactyla,Sheep,Sheep,0,0.75,31.057653633889,RL,86.32,22.06,4.93611143167485,4.34360550810417,5.03494914667637,108.38,78458,5116,51,191,5358,6.82913150985241,Sheep_FF3_allfibers_kperm
Artiodactyla,StrippedDolphin1,StrippedDolphin1,0,1.9,154.815948316733,LR,521.5,346.99,5.71725431276255,5.54031695891941,5.93876482224216,868.49,65543,6501,1,1800,8302,12.6664937521932,StrippedDolphin1_FF3_allfibers_kperm
Artiodactyla,StrippedDolphin2,StrippedDolphin2,0,1.7,35.5618394257266,LR,541.96,168.25,5.73396723410235,5.22595507289601,5.85138678302367,710.21,62482,7689,1,4223,11913,19.0662910918344,StrippedDolphin2_FF3_allfibers_kperm
Artiodactyla,ThomsonGazelle,ThomsonGazelle,0,0.75,108.431854029519,RL,56.003,11.79,4.74821129215885,4.07151380509509,4.8311848528889,67.793,47981,2267,62,211,2540,5.29376211417019,ThomsonGazelle_FF3_allfibers_kperm
Artiodactyla,WildBoar1,WildBoar1,0,0.85,84.1625906444729,RL,91.63,16.62,4.96203768656501,4.22063101944809,5.0344279050254,108.25,52849,6113,160,968,7241,13.7012999299892,Wildboar1_FF3_allfibers_kperm
Artiodactyla,WildBoar2,WildBoar2,0,0.9,116.724809187655,LR,112.05,23.34,5.04941186087108,4.36810085170935,5.13158658823981,135.39,104783,8031,449,2753,11233,10.7202504223013,WildBoar2_FF3_allfibers_kperm
Carnivora,AsianOtter,AsianOtter,0,0.57,29.2440424370365,RL,27.55,5.067,4.4401216031878,3.70475090429067,4.51344401362145,32.617,52543,6873,231,938,8042,15.3055592562282,AsianOtter_FF3_allfibers_kperm
Carnivora,Blanford Fox,Blanford Fox,0,0.45,28.7672927074063,RL,14.12,2.161,4.14983469671579,3.33465476688324,4.21168107629914,16.281,58214,4541,245,1791,6577,11.2979695605868,BlanfordFox_FF3_allfibers_kperm
Carnivora,Caracal,Caracal,0,0.6,40.6943793587384,RL,41.45,20.64,4.61752453488629,4.31470969295517,4.79302165984598,62.09,106215,9579,387,993,10959,10.3177517299816,Caracal_FF3_allfibers_kperm
Carnivora,Cat1,Cat1,0,0.5,28.3495981414019,RL,19.18,3.73,4.28284860283465,3.57170883180869,4.3600250891894,22.91,48162,3659,1025,205,4889,10.1511565134338,Cat1_FF3_allfibers_kperm
Carnivora,Cat2 (Formet Cat5.po1),Cat2 (Formet Cat5.po1),0,0.5,38.7952072355943,RL,17.33,2.25,4.23879856271392,3.35218251811136,4.29181268746712,19.58,51357,5035,251,1139,6425,12.5104659540082,Cat2_FF3_allfibers_kperm
Carnivora,Cat3,Cat3,0,0.54,46.0227737562556,RL,17.16,2.848,4.23451728351269,3.45453998496482,4.30120367872245,20.008,43802,4905,298,822,6025,13.7550796767271,Cat3_FF3_allfibers_kperm
Carnivora,Cat4,Cat4,0,0.5,34.3575347862882,RL,16.37,3.49,4.21404867941194,3.54282542695918,4.29797924415936,19.86,52359,6510,171,1311,7992,15.2638514868504,Cat4_FF3_allfibers_kperm
Carnivora,Cat5,Cat5,0,0.48,27.1719653907602,RL,17.5,3.4229,4.24303804868629,3.5343942114129,4.32062187936879,20.9229,86800,9027,604,1997,11628,13.3963133640553,Cat5_FF3_allfibers_kperm
Carnivora,Cat6Coon,cat6,1,0.54,39.1595278581812,RL,22.89,4.94,4.35964579267454,3.69372694892365,4.44451320633404,27.83,64729,7065,282,702,8049,12.4349209782323,Cat6_FF3_allfibers_kperm
Carnivora,CommonFox,CommonFox,0,0.5,54.3059852635531,RL,26.64,7.83,4.42553422049826,3.89376176205794,4.53744128340795,34.47,111408,9564,942,1406,11912,10.6922303604768,CommonFox_FF3_allfibers_kperm
Carnivora,Dog1 (Mixed),Dog1 (Mixed),0,0.75,78.5361296025188,RL,52.3184,15.4824,4.71865445393631,4.18983828360566,4.8312348182555,67.8008,47360,4367,42,654,5063,10.6904560810811,Dog1_FF3_allfibers_kperm
Carnivora,Dog2 Boxer,dog2,1,0.74,33.4003771738435,RL,82.82,18.5,4.91813522616636,4.26717172840301,5.00569518111851,101.32,78955,8599,144,134,8877,11.2431131657273,Dog2_FF3_allfibers_kperm
Carnivora,Dog3,Dog3,0,0.74,55.8555791331045,RL,59.2,10.98,4.77232170672292,4.04060234011407,4.84621336387939,70.18,42696,5481,153,673,6307,14.7718755855349,Dog3_FF3_allfibers_kperm
Carnivora,Dog4,Dog4,0,0.74,93.4373944640984,RL,62.8,10.38,4.7979596437372,4.01619735351244,4.86439240515059,73.18,60410,6473,286,462,7221,11.9533189869227,Dog4_FF3_allfibers_kperm
Carnivora,Dog5,Dog5,0,0.77,105.337843482622,RL,60.93,14.82,4.78483117812447,4.17084820364331,4.87938263717434,75.75,61274,7883,41,756,8680,14.1658778601038,Dog5_FF3_allfibers_kperm
Carnivora,Dog6 (Sloki),Dog6 (Sloki),0,0.66,56.8267187607861,RL,64.67,12.96,4.81070286094712,4.11260500153457,4.89002958616342,77.63,92414,11403,226,659,12288,13.296686649209,Dog6_FF3_allfibers_kperm
Carnivora,FennekFox,FennekFox,0,0.46,42.3976855063219,RL,13.1,2.2156,4.11727129565576,3.34549135647465,4.1851340152846,15.3156,57934,4382,264,711,5357,9.2467290364898,FennekFox_FF3_allfibers_kperm
Carnivora,Ferret1 (F),Ferret1 (F),0,0.29,42.0210167744619,RL,3.865,0.3139,3.58714949825434,2.49679131570004,3.62106197871295,4.1789,58449,3588,324,915,4827,8.25848175332341,Ferret1_FF3_allfibers_kperm
Carnivora,Ferret2,Ferret2,0,0.3,27.8265818226676,RL,3.807378,0.471879,3.58062599611165,2.67383065039433,3.6313683697581,4.279257,53154,4726,265,937,5928,11.1525002821989,Ferret2_FF3_allfibers_kperm
Carnivora,Ferret3,Ferret3,0,0.315,16.9822242225339,RL,3.8259,0.66587,3.58273361440645,2.82338944869949,3.6524175102145,4.49177,64583,3061,305,2854,6220,9.63101745041265,Ferret3_FF3_allfibers_kperm
Carnivora,Ferret4,Ferret4,0,0.29,18.4301894911789,RL,4.449,0.577,3.64826240574804,2.76117581315573,3.70122248425656,5.026,65238,5662,562,1179,7403,11.347680799534,Ferret4_FF3_allfibers_kperm
Carnivora,Himalian Bear,Himalian Bear,0,1.26,42.4922237681347,LR,169.295,48.46,5.22864413173873,4.68538340980149,5.33796813588397,217.755,46547,3663,4,416,4083,8.77177906202333,HimalianBear_FF3_allfibers_kperm
Carnivora,Honey Badger,Honey Badger,0,0.65,68.591952012352,RL,45.31,7.45,4.65619406217919,3.87215627274829,4.72230478687433,52.76,53746,3708,210,480,4398,8.18293454396606,HoneyBadger_FF3_allfibers_kperm
Carnivora,Hyaena1,Hyaena1,0,0.83,86.2231173689366,RL,101.97,16.7,5.00847241930272,4.22271647114758,5.07434094236508,118.67,77732,8108,474,386,8968,11.5370761076519,Hyaena1_FF3_allfibers_kperm
Carnivora,Hyaena2,Hyaena2,0,0.73,75.7415965385052,RL,59.85,10.73,4.77706415474243,4.03059972196595,4.84868165402395,70.58,55365,4385,429,902,5716,10.3242120473223,Hyaena2_FF3_allfibers_kperm
Carnivora,JungleCat,JungleCat,0,0.64,83.3348832629773,RL,38.44,6.77,4.58478337899651,3.83058866868514,4.65523450703429,45.21,36222,3827,347,1245,5419,14.9605212301916,JungleCat_FF3_allfibers_kperm
Carnivora,Leopard1,Leopard1,0,0.93,80.9940991866286,RL,112.67,25.75,5.05180829431709,4.41077723337721,5.14119884490474,138.42,34280,4510,113,294,4917,14.3436406067678,Leopard1_FF3_allfibers_kperm
Carnivora,Leopard2,Leopard2,0,0.73,68.3969200794201,RL,91.83,28.17,4.962984584317,4.44978684698577,5.07918124604763,120,147762,14132,786,2676,17594,11.9069855578566,Leopard2_FF3_allfibers_kperm
Carnivora,Lycaon1,Lycaon1,0,0.8,58.922150093773,RL,85.68,21.59,4.9328794578238,4.33425264233423,5.03047828062241,107.27,68119,6567,51,801,7419,10.8912344573467,Lycaon1_FF3_allfibers_kperm
Carnivora,Lycaon2,Lycaon2,0,0.833,75.560405325739,RL,102.4,22.56,5.01029995663981,4.35333909531131,5.09677101653323,124.96,73284,8878,67,1815,10760,14.6826046613176,Lycaon2_FF3_allfibers_kperm
Carnivora,Lycaon3,Lycaon3,0,0.89,107.548706476334,RL,107.72,9.9,5.03229634473947,3.99563519459755,5.07048117506602,117.62,56571,6280,1,1048,7329,12.9554011772816,Lycaon3_FF3_allfibers_kperm
Carnivora,Meerkat2 (2b),Meerkat2 (2b),0,0.41,58.3328958927245,RL,9.86,1.0885,3.99387691494121,3.03682843337711,4.03935462270616,10.9485,39867,4656,164,1298,6118,15.3460255349036,Meerkat2_FF3_allfibers_kperm
Carnivora,Meerkat3,Meerkat3,0,0.36,23.3601712287488,RL,8.667,0.90541,3.93786879656386,2.9568452868467,3.98102129179307,9.57241,74261,5776,264,1306,7346,9.8921371917965,Meerkat3_FF3_allfibers_kperm
Carnivora,Meerkat4,Meerkat4,0,0.385,29.6454650143386,RL,8.5205,1.00757,3.93046508078425,3.00327522807139,3.97900493912355,9.52807,81199,5955,183,3362,9500,11.6996514735403,Meerkat4_FF3_allfibers_kperm
Carnivora,Meerkat5,Meerkat5,0,0.4,27.8510685935253,RL,10.26,1.548,4.0111473607758,3.18977095634687,4.07217634447897,11.808,68876,5140,183,957,6280,9.1178349497648,Meerkat5_FF3_allfibers_kperm
Carnivora,Mongoose,moongose,1,0.45,53.6018534736546,RL,19,2.34,4.27875360095283,3.36921585741014,4.32919441508845,21.34,106218,8819,728,1818,11365,10.6996930840347,Moongose_FF3_allfibers_kperm
Carnivora,Nasua1,Nasua1,0,0.58,64.5118297861764,RL,29.7885,3.97892,4.47404863486579,3.59976520732738,4.52849787962957,33.76742,64823,9640,229,947,10816,16.6854357249742,Nasua1_FF3_allfibers_kperm
Carnivora,Nasua2,Nasua2,0,0.59,82.9742841410134,RL,30.72,5.19157,4.48742121135947,3.71529871415425,4.55523439224475,35.91157,71198,12127,307,857,13291,18.6676592039102,Nasua2_FF3_allfibers_kperm
Carnivora,Nasua3,Nasua3,0,0.55,59.1375836318812,RL,25.176,3.4998,4.40098672990516,3.54404322681366,4.45751554272811,28.6758,82211,10959,197,1350,12506,15.2120762428385,Nasua3_FF3_allfibers_kperm
Carnivora,Otter1,Otter1,0,0.6,56.7193315203149,RL,37.05,6.53,4.56878821231535,3.81491318127507,4.63928722591024,43.58,86836,9650,46,1976,11672,13.4414298217329,Otter1_FF3_allfibers_kperm
Carnivora,Otter2,Otter2,0,0.53,50.7875011710304,RL,25.47,2.522,4.40602894496362,3.40174508223706,4.44703392947485,27.992,74470,9100,356,3421,12877,17.2915267893111,Otter2_FF3_allfibers_kperm
Carnivora,Otter3,Otter3,0,0.65,82.6917047810477,RL,39.92,6.02,4.60119053261533,3.77959649125782,4.66219099085901,45.94,46464,5181,29,1225,6435,13.8494318181818,Otter3_FF3_allfibers_kperm
Carnivora,Red Panda,Red Panda,0,0.66,98.2551412129477,RL,34.8,6.49,4.54157924394658,3.81224469680037,4.6158448828747,41.29,38815,3607,62,954,4623,11.9103439391988,RedPanda_FF3_allfibers_kperm
Carnivora,Sand Cat,sandcat1,1,0.49,33.841414113481,RL,17.936,2.7012,4.2537255952509,3.43155674104814,4.31465077304049,20.6372,82870,6795,448,2039,9282,11.2006757572101,SandCat1_FF3_allfibers_kperm
Carnivora,Sand Cat2,Sand Cat2,0,0.68,74.2133602187757,RL,38.52,6.92,4.5856862784525,3.84010609445676,4.65743832270296,45.44,44438,3502,151,1183,4836,10.8825779738062,SandCat2_FF3_allfibers_kperm
Carnivora,Tigris,Tigris,0,1.338,46.5556588944733,LR,159.89,85.6,5.20382130251655,4.93247376467715,5.39003380589576,245.49,47745,5135,54,431,5620,11.7708660592732,Tigris_FF3_allfibers_kperm
Carnivora,Wolf1,Wolf1,0,0.66,51.2806034754436,RL,79.58,9.61,4.90080393481037,3.98272338766855,4.9503161639246,89.19,120033,18846,226,519,19591,16.3213449634684,Wolf1_FF3_allfibers_kperm
Carnivora,Wolf2,Wolf2,0,0.8,91.4172909629496,RL,101.04,6.46,5.00449333754727,3.81023251799508,5.03140846425162,107.5,64582,8161,20,406,8587,13.2962745037317,Wolf2_FF3_allfibers_kperm
Carnivora,Wolf3,Wolf3,0,0.81,77.4261366267492,RL,75.76,14.61,4.87943996599522,4.1646502159343,4.95602428228068,90.37,43823,3891,326,1066,5283,12.0553134198937,Wolf3_FF3_allfibers_kperm
Chiroptera,Carollia_Perspicillata 1,carolliaperspicilatta1,1,0.15,21.9381167131476,RL,0.33811,0.011266,2.52905801572464,1.05176974689933,2.54329306828985,0.349376,55610,2476,958,948,4382,7.87987771983456,CarolliaPerspicilatta1_FF3_allfibers_kperm
Chiroptera,Carollia_Perspicillata 2,carolliaperspicilatta2,1,0.135,15.8032897625469,RL,0.3,0.0068,2.47712125471966,0.832508912706236,2.48685535527694,0.3068,51841,2742,1643,783,5168,9.96894350031828,CarolliaPerspicilatta2_FF3_allfibers_kperm
Chiroptera,FruitBat1 (Nbat1),FruitBat1 (Nbat1),0,0.22,16.9061871773628,RL,1.61429,0.29336,3.20798155646183,2.46740089695255,3.28049869688173,1.90765,68963,1817,1588,778,4183,6.06557139335586,FruitBat1_FF3_allfibers_kperm
Chiroptera,FruitBat3,FruitBat3,0,0.24,49.399581410478,RL,1.44,0.0696,3.15836249209525,1.84260923961056,3.17886188715687,1.5096,48712,1984,2258,751,4993,10.2500410576449,FruitBat3_FF3_allfibers_kperm
Chiroptera,FruitBat5,FruitBat5,0,0.22,42.7483131882767,RL,1.303,0.12388,3.11494441571258,2.09300119668475,3.15438745066951,1.42688,56847,1373,565,1710,3648,6.41722518338699,FruitBat5_FF3_allfibers_kperm
Chiroptera,HippArmiger,HippArmiger,0,0.16,27.4554995778981,RL,0.40959,0.01901,2.61234934494572,1.27898211686544,2.63205216670581,0.4286,38882,1094,420,1622,3136,8.06542873308986,HippArmiger_FF3_allfibers_kperm
Chiroptera,MyotisMyotis,MyotisMyotis,0,0.14,21.2802754852171,RL,0.2949,0.01056,2.4696747725518,1.02366391819779,2.48495434742098,0.30546,47517,221,4663,652,5536,11.6505671654355,MyotisMyotis_FF3_allfibers_kperm
Chiroptera,MyotisVivesi1,MyotisVivesi1,0,0.13,21.563630663702,RL,0.213898,0.014619,2.33020672382808,1.16491766610096,2.3589185139532,0.228517,43459,0,2581,1589,4170,9.59525069605835,MyotisVivesi1_FF3_allfibers_kperm
